Season Number,Startup Name,Industry_Cleaned,Pitchers City,Pitchers State,Pitchers Average Age,Gross Margin,Net Margin,Yearly Revenue_M_INR,Monthly Sales_M_INR,Original Ask Amount_M_INR,Valuation Requested_M_INR,Total Deal Amount_M_INR,Deal Valuation_M_INR,Total Deal Equity,Total Deal Debt_M_INR,Royalty Percentage,Number of Sharks in Deal,Deal_Success_Flag,Received Offer,Accepted Offer,Number of Presenters,Male Presenters,Female Presenters,Couple Presenters,Founder_Type,Namita Investment Amount_M_INR,Vineeta Investment Amount_M_INR,Anupam Investment Amount_M_INR,Aman Investment Amount_M_INR,Peyush Investment Amount_M_INR,Ritesh Investment Amount_M_INR,Amit Investment Amount_M_INR,Guest Investment Amount_M_INR
4,Chokhat,Lifestyle/Home,Delhi,Delhi,Middle,,8.0,5.5,0.0,5.0,71.42857143,3.0,30.0,10.0,2.0,,2.0,1,1,1.0,1,0.0,1.0,0,Female Team,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0
4,ZenmaCoffee,F&B,Gurugram,Haryana,Young,,,0.0,0.8,6.0,171.4285714,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TheEleFant,Education/Kids,Mumbai,Maharashtra,Middle,58.0,,0.0,0.0,6.0,600.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BetterNutrition,F&B,Lucknow,Uttar Pradesh,Middle,40.0,20.0,100.0,0.0,6.0,600.0,6.0,600.0,1.0,0.0,0.5,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PinqPolka,Beauty/Fashion,Faridabad,Haryana,Middle,74.0,,36.3,0.0,10.0,400.0,0.0,0.0,,0.0,,,0,0,,3,1.0,2.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Vibrasense,Medical/Health,Sonipat,Haryana,Middle,,,0.0,0.0,10.0,500.0,10.0,210.08403360000003,4.76,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4,NearBook,Education/Kids,Sanchore,Rajasthan,Young,,,0.0,0.0,4.0,20.0,4.0,20.0,20.0,0.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4,Memotag,Medical/Health,Delhi,Delhi,Young,,,0.0,0.0,5.0,100.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Klimate,Beauty/Fashion,"Bangalore,Gular","Karnataka,Assam,Jharkhand",Young,,,0.0,0.0,5.4,180.0,0.0,0.0,,0.0,,,0,0,,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,HealthFab,Medical/Health,,Assam,Middle,,,83.4,0.0,10.0,333.3333333,20.0,285.7142857,7.0,0.0,,4.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0
4,PieMatrix,Other,Delhi,Delhi,Young,,,16.5,0.0,10.0,333.3333333,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Sudathi,Beauty/Fashion,Surat,Gujarat,Middle,,,0.0,0.266,10.0,1000.0,10.0,250.0,4.0,0.0,,3.0,1,1,1.0,3,3.0,0.0,0,Male Team,0.0,0.0,3.3333,3.3333,3.3333,0.0,0.0,0.0
4,Moderate,Medical/Health,Hyderabad,Telangana,Middle,,,0.0,0.0,5.0,400.0,10.0,200.0,5.0,0.0,,2.0,1,1,1.0,3,2.0,1.0,0,Mixed Team,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
4,HireForCare,Medical/Health,"Ghaziabad,Jaipur","Uttar Pradesh,Rajasthan",Middle,,,0.0,0.0,3.6,120.0,3.6,72.0,5.0,0.0,,5.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.72,0.72,0.72,0.72,0.0,0.0,0.72
4,DreamSmile,Medical/Health,Mumbai,Maharashtra,Middle,67.0,,0.0,0.0,8.0,133.3333333,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Madmix,F&B,Mumbai,Maharashtra,Middle,,,0.0,0.0,5.0,500.0,5.0,100.0,5.0,0.0,,1.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,Palmonas,Beauty/Fashion,Pune,Maharashtra,Middle,76.0,,135.0,0.0,12.6,1260.0,12.6,1260.0,1.0,0.0,0.5,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,6.3,0.0,0.0,0.0,0.0,6.3,0.0,0.0
4,MKPowerAndMobility,Vehicles/Electrical Vehicles,Pune,Maharashtra,Old,,,0.0,0.0,35.0,700.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Nidhi'sGrandmaaSecret,Beauty/Fashion,Gurugram,Haryana,Middle,,,40.0,0.0,7.0,350.0,7.0,140.0,5.0,0.0,1.0,1.0,1,1,1.0,3,1.0,2.0,1,Mixed Team,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
4,Solnce,Manufacturing,Surat,Gujarat,Middle,13.0,,219.3,0.0,10.0,666.6666667000001,10.0,400.0,2.5,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4,BornGood,Lifestyle/Home,Bangalore,Karnataka,Middle,,,52.6,7.0,7.0,700.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DorabiAndAmili,Beauty/Fashion,Gurugram,Haryana,Middle,,,34.5,0.0,7.5,250.0,10.0,250.0,4.0,0.0,,2.0,1,1,1.0,3,1.0,2.0,1,Mixed Team,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
4,ZebraLearn,Education/Kids,Surat,Gujarat,Middle,,,107.0,16.4,10.0,1250.0,10.0,625.0,1.6,0.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
4,ExclusiveLane,Lifestyle/Home,Gurugram,Haryana,Middle,,,140.0,0.0,5.0,500.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Medial,Technology/Software,Bangalore,Karnataka,Young,,,0.0,0.0,5.0,500.0,5.0,200.0,2.5,0.0,,1.0,1,1,1.0,4,4.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,PanchalDairy,F&B,Surendranagar,Gujarat,Middle,,,17.8,0.0,2.0,20.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,MusicPandit,Education/Kids,Kochi,Kerala,Middle,,,0.0,1.9,5.0,500.0,0.0,0.0,,0.0,,,0,0,,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Cograd,Education/Kids,Etawah,Uttar Pradesh,Middle,,,19.2,0.0,10.0,500.0,5.0,83.33333333,6.0,5.0,,3.0,1,1,1.0,2,2.0,0.0,0,Male Team,1.6666,1.6666,0.0,0.0,0.0,1.6666,0.0,0.0
4,EatBetterCo,F&B,Jaipur,Rajasthan,Middle,,,144.7,0.0,5.0,1000.0,5.0,1000.0,0.5,0.0,1.0,1.0,1,1,1.0,3,1.0,2.0,1,Mixed Team,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Earthful,Medical/Health,Hyderabad,Telangana,Middle,,,70.5,0.0,7.5,750.0,7.5,300.0,2.5,0.0,,1.0,1,1,1.0,2,0.0,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
4,Trajectory,Vehicles/Electrical Vehicles,Delhi,Delhi,Middle,,,62.0,10.0,10.0,500.0,5.0,166.6666667,3.0,5.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,KaviThePoetry-ArtProject,Other,,,Middle,,20.0,35.6,3.6,6.0,400.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,F2DF,Other,Jind,Haryana,Middle,,,92.4,0.0,5.0,500.0,0.5,25.0,2.0,4.5,,1.0,1,1,1.0,4,3.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
4,SugarStrings.ai,Medical/Health,"Kalady, Vuyyuru","Kerala,Andhra Pradesh",Middle,,,0.0,0.0,10.0,400.0,0.0,0.0,,0.0,,,0,0,,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,MomsHome,Education/Kids,Jaipur,Rajasthan,Middle,,,125.0,18.0,7.5,750.0,7.5,375.0,2.0,0.0,1.0,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0
4,Catwalk,F&B,Delhi,Delhi,Middle,65.0,,0.0,0.6,10.0,240.38461539999997,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Beautywise,Beauty/Fashion,Delhi,Delhi,Middle,,,67.0,0.0,10.0,666.6666667000001,30.0,500.0,6.0,0.0,,1.0,1,1,1.0,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
4,Ivory,Medical/Health,Bangalore,Karnataka,Middle,,,0.0,0.0,5.0,400.0,5.0,100.0,5.0,0.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TheHousePartyBySavar,Business Services,Gurugram,Haryana,Middle,,,36.8,0.0,10.0,200.0,5.0,100.0,5.0,5.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,GlowGlossary,F&B,"Bangalore,Ghaziabad","Karnataka,Uttar Pradesh",Middle,58.0,31.0,0.0,0.0,6.0,150.0,0.0,0.0,,0.0,,,0,0,,2,0.0,2.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SinghDentalCare,Medical/Health,Amritsar,Punjab,Middle,,,9.0,0.0,10.0,200.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TribalVeda,F&B,Udaipur,Rajasthan,Middle,47.0,,17.4,0.0,5.0,250.0,5.0,178.5714286,2.8,0.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4,Anuvad,Beauty/Fashion,Ahmedabad,Gujarat,Middle,,,2.2,0.0,5.0,100.0,0.0,0.0,,0.0,,,0,0,,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Fitelo,Fitness/Sports/Outdoors,Mohali,Punjab,Middle,70.0,,910.0,75.0,15.0,3000.0,15.0,1500.0,1.0,0.0,1.0,2.0,1,1,1.0,2,2.0,0.0,0,Male Team,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0
4,Nanighar,F&B,Kolkata,West Bengal,Middle,,,0.0,6.4,10.0,200.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GoodMonk,Fitness/Sports/Outdoors,Bangalore,Karnataka,Middle,75.0,,20.0,3.5,10.0,598.8023952,5.0,500.0,1.0,5.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Artbuzz,Business Services,Delhi,Delhi,Middle,,,37.8,0.0,10.0,333.3333333,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tulua,F&B,Mumbai,Maharashtra,Middle,,,29.0,4.5,5.0,250.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Taffykids,Education/Kids,Mumbai,Maharashtra,Middle,75.0,,120.0,15.0,7.5,750.0,7.5,500.0,1.5,0.0,0.5,2.0,1,1,1.0,3,1.0,2.0,1,Mixed Team,0.0,3.75,0.0,0.0,0.0,3.75,0.0,0.0
4,WhaleWearables,Lifestyle/Home,Belagavi,Karnataka,Young,,,0.0,0.0,3.0,100.0,3.0,100.0,3.0,0.0,,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0
4,Zingavita,Medical/Health,Chandigarh,Punjab,Middle,68.0,,86.0,19.0,10.0,800.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DhaagaLife,Beauty/Fashion,Mumbai,Maharashtra,Middle,,,12.0,0.0,7.5,150.0,0.0,0.0,,0.0,,,0,0,,3,0.0,3.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tileskraft,Lifestyle/Home,Borbi,Gujarat,Young,,,5.8,0.0,6.0,50.0,0.0,0.0,,0.0,,,0,0,,1,0.0,1.0,0,Female Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Krishnsakhi,Lifestyle/Home,Mumbai,Maharashtra,Old,,,8.0,1.0,3.75,150.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BoreCharger,Other,Pune,Maharashtra,Middle,,,32.2,0.0,7.5,500.0,0.0,0.0,,0.0,,,0,1,0.0,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SuperBolter,Lifestyle/Home,Bangalore,Karnataka,Middle,,,0.0,0.0,7.5,1500.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,HiveSchool,Education/Kids,"Delhi,Indore","Delhi,Madhya Pradesh",Young,,,0.0,0.0,6.0,120.0,0.0,0.0,,0.0,,,0,0,,3,3.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Tintbox,Lifestyle/Home,Ahmedabad,Gujarat,Middle,,,20.6,0.0,7.0,140.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,0,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,EasyRugs,Lifestyle/Home,Delhi,Delhi,Middle,,,0.0,0.8,3.5,70.0,3.5,70.0,5.0,0.0,5.0,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,1.75,0.0,1.75,0.0,0.0,0.0,0.0
4,StylesTry,Beauty/Fashion,Delhi,Delhi,Young,43.0,,9.3,7.0,5.0,500.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Quitci,Lifestyle/Home,Kolar,Karnataka,Middle,,,11.0,3.3,5.0,250.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,FitFeast,F&B,Delhi,Delhi,Young,53.0,,14.0,0.0,10.0,153.8461538,10.0,55.55555556,18.0,0.0,,2.0,1,1,1.0,1,1.0,0.0,0,Male Team,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
4,TheBearHouse,Beauty/Fashion,Bangalore,Karnataka,Middle,,,965.0,0.0,30.0,3000.0,10.0,1000.0,1.0,20.0,,1.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UrbanAnimal,Other,Bangalore,Karnataka,Young,,,0.0,0.0,4.5,90.0,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Nooky,Lifestyle/Home,Delhi,Delhi,Middle,,,0.0,10.2,6.0,600.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Subculture,Beauty/Fashion,Ara,Bihar,Young,,,2.0,0.0,5.0,71.42857143,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Woodsmen,Other,Delhi,Delhi,Middle,46.0,,0.0,0.0,15.0,3000.0,0.0,0.0,,0.0,,,0,0,,1,1.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BhavisyaPlast,Other,Kolkata,West Bengal,Young,,,0.0,0.0,5.0,333.3333333,20.0,200.0,10.0,0.0,,4.0,1,1,1.0,1,0.0,1.0,0,Female Team,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0
4,Ecoil,Other,Jaipur,Rajasthan,Middle,40.0,15.0,170.0,0.0,10.0,800.0,5.0,500.0,1.0,5.0,,2.0,1,1,1.0,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5
4,Rescript,Other,Bangalore,Karnataka,Middle,,,27.0,0.0,10.0,300.3003003,0.0,0.0,,0.0,,,0,0,,2,2.0,0.0,0,Male Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TickleYourArt,Other,Pune,Maharashtra,Young,,,2.0,0.0,2.13,30.428571429999998,2.13,30.428571429999998,7.0,0.0,,2.0,1,1,1.0,3,0.0,3.0,0,Female Team,0.0,0.0,1.065,1.065,0.0,0.0,0.0,0.0
4,Symbionic,Medical/Health,Chennai,Tamil Nadu,Middle,,,0.0,0.0,8.0,400.0,4.0,400.0,1.0,4.0,,1.0,1,1,1.0,2,2.0,0.0,0,Male Team,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,XLCinema,Other,Delhi,Delhi,Middle,,,6.5,0.0,15.0,1000.0,0.0,0.0,,0.0,,,0,0,,2,1.0,1.0,1,Mixed Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
